salary,attrition,age,department,number_of_working_hours,gender,marital_status,job_satisfaction,environment_satisfaction,education,job_role,years_since_last_promotion,relationship_satisfaction,education_field,work_shift,years_of_experience,attendance,employment_status,distance_from_home,specializations,supervisor_name,employee_name,work_location,over_time,training_since_last_year
360000,Yes,33,Orthopedics,40,Male,Married,High,High,Bachelor,Doctor,4,Very High,Medicine,Day,3,90,Full-time,4.0,Immunology,Mr. David Wallace,Dustin Severson,Philadelphia,No,4
240000,No,46,Internal Medicine,40,Male,Single,Low,Medium,Bachelor,Doctor,10,Very High,Medicine,Rotating,5,89,Full-time,15.0,Internal medicine,Mr R O'Beirne,Mr K Jensen,Houston,No,1
960000,Yes,39,Surgery,40,Male,Married,Very High,Very High,Bachelor,Doctor,2,High,Medicine,Night,3,88,Full-time,1.0,Neurology,Grace Wells,Anthony Mader,Phoenix,No,2
480000,Yes,38,Pediatrics,40,Male,Single,Low,Very High,Bachelor,Doctor,3,Low,Medicine,Day,4,97,Part-time,15.0,Oncologist,Mr P.Chandrasegar,Mr. Jack Y.,New York,Yes,2
770000,No,30,Obstetrics and Gynecology,40,Male,Married,High,Low,Bachelor,Doctor,5,Medium,Medicine,Rotating,19,92,Full-time,1.0,Pediatrics,Ms. Hayley Turner,Ms. Lori Carpenter,Los Angeles,No,4
890000,Yes,33,Emergency Medicine,56,Male,Married,High,Low,Master,Doctor,9,Very High,Medicine,Night,10,87,Full-time,12.0,Endocrinologist,Jane Filer,Cathleen Roach,Chicago,No,5
523000,No,37,Cardiology,40,Female,Married,Very High,Low,Bachelor,Doctor,2,High,Medicine,Day,4,84,Full-time,6.0,Geriatrics,Dr. Lydia Schultz,Ms. Kaltum Bohan,Houston,No,1
210000,No,38,Neurology,40,Male,Single,Very High,Very High,Bachelor,Doctor,1,High,Medicine,Night,8,50,Full-time,11.0,Hospice and palliative medicine,Dr. Anthony Martinez,William Trimble,Phoenix,Yes,5
590000,No,45,Oncology,40,Male,Married,Very High,Very High,Bachelor,Doctor,3,Medium,Medicine,Day,10,92,Full-time,9.0,Ophthalmology,Carlos Zimmerman,Elmer Forsyth,San Diego,Yes,3
630000,No,33,Radiology,40,Male,Married,High,Low,Master,Doctor,4,High,Medicine,Rotating,4,87,Full-time,1.0,Anesthesiology,Brendan Fowler,Karla Ferrell,New York,No,0
896300,No,28,Orthopedics,40,Female,Married,Medium,Low,Bachelor,Doctor,0,Medium,Medicine,Day,7,98,Full-time,4.0,Psychiatry,Dr. Bessie McGee,Cathy Schroeder,Philadelphia,Yes,0
874000,Yes,52,Internal Medicine,45,Male,Divorced,Low,Very High,Bachelor,Doctor,10,Very High,Medicine,Rotating,8,70,Full-time,4.0,Radiology,Dr. Howard Snyder,Paxton Black,San Diego,No,3
560000,No,57,Surgery,40,Male,Married,Medium,Low,Master,Doctor,3,Low,Medicine,Rotating,17,86,Full-time,9.0,Hematology,Mr. Jayanth Anand,Ms. Nidhi Gupta,Philadelphia,No,2
450000,No,27,Pediatrics,40,Male,Married,High,Very High,Bachelor,Doctor,1,Very High,Medicine,Rotating,3,84,Full-time,2.0,Infectious disease physician,Sharon Dean,Russell Culver,Chicago,Yes,4
750000,No,31,Obstetrics and Gynecology,40,Female,Married,Medium,Very High,Bachelor,Doctor,2,High,Medicine,Day,7,89,Full-time,5.0,Medical genetics,Mr. Sibley,Mrs. Riddle,Pheonix,No,3
550000,No,49,Emergency Medicine,40,Male,Married,Very High,High,Master,Doctor,4,Very High,Medicine,Night,4,90,Full-time,9.0,Otolaryngology,Mr. Maxson Hoehner,Mr. Willard O'Kon,New York,No,2
360000,No,40,Cardiology,37,Male,Single,Very High,Low,Bachelor,Doctor,5,High,Medicine,Rotating,10,91,Part-time,12.0,Sports medicine,Dr. Erica,Dr. Erica,Houston,No,3
240000,Yes,58,Neurology,40,Male,Single,High,Medium,Master,Doctor,10,Very High,Medicine,Day,24,90,Full-time,5.0,Dermatology,Jeffrey Nolte,Micheal Worth,Los Angeles,No,2
960000,Yes,30,Oncology,40,Male,Married,Medium,Medium,Bachelor,Doctor,1,Very High,Medicine,Day,4,86,Full-time,18.0,Obstetrics and gynaecology,Nancy Bates,Russell Bates,Chicago,No,4
480000,Yes,35,Radiology,40,Male,Married,High,High,Bachelor,Doctor,4,Medium,Medicine,Day,7,86,Full-time,22.0,Family medicine,Dr. Hiroshi Fujita,Mr. Andrei Bayer,Philadelphia,Yes,2
770000,No,29,Orthopedics,40,Male,Married,Very High,High,Bachelor,Doctor,6,Low,Medicine,Day,12,82,Full-time,8.0,Gastroenterology,Sandra Smith,Nathaniel Anderson,Houston,No,1
890000,Yes,43,Internal Medicine,40,Male,Married,Medium,Very High,Bachelor,Doctor,1,Medium,Medicine,Night,2,83,Full-time,22.0,Cardiologist,Rita Rizzo,Anthony Monahan,San Diego,No,3
523000,Yes,63,Surgery,40,Female,Married,High,Low,Bachelor,Doctor,1,Very High,Medicine,Night,17,87,Full-time,2.0,Emergency medicine,Mrs. Judy Cox,Lola Vega,Pheonix,No,3
210000,No,47,Pediatrics,40,Male,Single,Medium,Very High,Bachelor,Doctor,9,High,Medicine,Day,1,89,Full-time,2.0,General surgery,Dr. Wiesenberg,Nathan Seitz,New York,No,2
590000,Yes,32,Obstetrics and Gynecology,44,Male,Married,Low,High,Bachelor,Doctor,4,High,Medicine,Rotating,2,84,Full-time,7.0,Immunology,Dr. Neha Sharma,Mr. Prashant Sharma,Los Angeles,No,1
630000,No,32,Emergency Medicine,40,Male,Married,Very High,Low,Bachelor,Doctor,11,Very High,Medicine,Night,6,92,Full-time,2.0,Internal medicine,Larry,James Newman,Washington,No,4
896300,No,30,Cardiology,40,Male,Married,High,High,Master,Doctor,5,Low,Medicine,Day,4,96,Full-time,8.0,Neurology,Suzette Abrams,Benjamin Cannon,Seattle,No,2
874000,Yes,33,Neurology,40,Male,Married,Medium,Very High,Bachelor,Doctor,2,High,Medicine,Day,3,88,Part-time,18.0,Oncologist,Susan Mcquiddy,Eric Quinby,Philadelphia,Yes,6
560000,Yes,35,Oncology,40,Male,Married,Medium,High,Bachelor,Doctor,1,High,Medicine,Rotating,12,95,Contract,9.0,Pediatrics,Mike S,Jared McGee,Los Angeles,No,2
450000,Yes,37,Radiology,46,Male,Married,Very High,Low,Master,Doctor,2,Low,Medicine,Night,2,95,Contract,22.0,Endocrinologist,Abdul,Dylan Cooper,Pheonix,No,0
750000,No,31,Orthopedics,40,Male,Single,Very High,High,Master,Doctor,2,Low,Medicine,Night,7,83,Full-time,3.0,Geriatrics,Dorothy Mason,Bernard Colon,Washington,No,4
550000,No,39,Internal Medicine,42,Male,Divorced,Medium,Low,Bachelor,Doctor,1,Low,Medicine,Night,13,96,Full-time,11.0,Hospice and palliative medicine,Mr. Kurtis Tremel,Mr. Robert Bradshaw,Seattle,No,2
360000,No,38,Surgery,40,Male,Married,Very High,Very High,Master,Doctor,5,Very High,Medicine,Night,5,91,Contract,1.0,Ophthalmology,Maria,Marvin Vance,San Diego,No,3
240000,Yes,31,Pediatrics,40,Male,Married,Medium,Very High,Bachelor,Doctor,5,Medium,Medicine,Day,10,90,Contract,1.0,Anesthesiology,Kimberly Wilson,Jamie Mccoy,New York,No,3
960000,No,25,Obstetrics and Gynecology,37,Female,Single,High,Very High,Master,Doctor,1,Very High,Medicine,Rotating,0,97,Contract,3.0,Psychiatry,Louise Bryant,Claudia Simmons,Chicago,No,3
480000,No,45,Emergency Medicine,40,Male,Married,Medium,Very High,Bachelor,Doctor,1,Very High,Medicine,Rotating,19,87,Full-time,11.0,Radiology,Susan,Nathaniel Dillon,Philadelphia,No,2
770000,No,35,Cardiology,37,Male,Single,Very High,Medium,Bachelor,Doctor,7,Low,Medicine,Rotating,7,83,Full-time,2.0,Hematology,Dr. Rebecca Stark,Alan Malone,Los Angeles,No,3
890000,Yes,25,Neurology,40,Female,Married,Very High,Medium,Bachelor,Doctor,2,High,Medicine,Day,1,88,Contract,1.0,Infectious disease physician,Ronald Knott,Pamela Tremain,Seattle,Yes,2
523000,No,30,Oncology,40,Male,Married,High,High,Bachelor,Doctor,0,Very High,Medicine,Rotating,10,89,Full-time,10.0,Medical genetics,Shirley Graham,Larry Dunn,Houston,No,2
210000,Yes,38,Radiology,40,Male,Married,High,High,Bachelor,Doctor,9,Very High,Medicine,Rotating,12,96,Full-time,2.0,Otolaryngology,Dr. Ada James,Dr. M Jude,Pheonix,Yes,2
590000,No,22,Orthopedics,40,Male,Single,High,High,Bachelor,Doctor,0,Very High,Medicine,Day,1,94,Full-time,10.0,Sports medicine,Jessica Koch,Evelyn Martinez,Washington,No,0
630000,Yes,44,Internal Medicine,40,Male,Single,Low,Low,Bachelor,Doctor,2,Low,Medicine,Rotating,12,91,Part-time,13.0,Dermatology,Heidi Bender,Glenn Weber,San Diego,Yes,3
896300,Yes,40,Surgery,40,Female,Single,Very High,Medium,Bachelor,Doctor,1,Low,Medicine,Day,17,88,Full-time,11.0,Obstetrics and gynaecology,Mr. Eric Smith,Debra Smith,New York,Yes,4
874000,No,37,Pediatrics,40,Male,Single,High,High,Bachelor,Doctor,0,High,Medicine,Day,2,91,Full-time,5.0,Family medicine,Dr. Shawn Hunter,Dr. Jordan Sandoval,Chicago,No,5
560000,No,41,Obstetrics and Gynecology,40,Female,Married,Very High,High,Bachelor,Doctor,3,High,Medicine,Rotating,1,89,Full-time,12.0,Gastroenterology,Mrs. Bronwyn Cooper,Ms. Lilian Sutherland,Seattle,No,2
450000,No,38,Emergency Medicine,40,Female,Married,High,Very High,Master,Doctor,11,High,Medicine,Night,19,91,Part-time,1.0,Cardiologist,Margaret Hamilton,Deborah Jordan,San Diego,No,0
750000,No,31,Cardiology,40,Male,Single,High,Medium,Bachelor,Doctor,2,Low,Medicine,Rotating,6,93,Full-time,11.0,Emergency medicine,Theresa,Edward Mayer,Los Angeles,No,3
550000,No,49,Neurology,40,Male,Single,High,High,Bachelor,Doctor,13,Medium,Medicine,Night,18,91,Contract,15.0,General surgery,Kenneth Lowe,Orlando Morrison,Washington,No,2
360000,No,39,Oncology,40,Male,Married,Low,Very High,Bachelor,Doctor,1,Low,Medicine,Day,27,91,Full-time,11.0,Immunology,Jennifer Ryan,Bryan Hines,Chicago,No,3
240000,No,30,Radiology,40,Male,Single,High,Medium,Bachelor,Doctor,6,High,Medicine,Day,10,85,Full-time,16.0,Internal medicine,Mr. G. A. Baker,Mrs. K. R. Skaggs,Philadelphia,No,3
960000,No,40,Orthopedics,40,Female,Married,Low,High,Master,Doctor,7,Medium,Medicine,Night,2,87,Full-time,4.0,Neurology,Ms. Elisa Flores,Ms. Gabriela Doe,Pheonix,Yes,2
480000,No,40,Internal Medicine,40,Female,Married,Low,Medium,Master,Doctor,10,Very High,Medicine,Day,1,75,Full-time,3.0,Oncologist,Mr. Adnan,Ms. Takesha Sharp,New York,No,3
770000,No,57,Surgery,40,Male,Married,High,Very High,Bachelor,Doctor,15,Medium,Medicine,Night,14,92,Full-time,11.0,Pediatrics,Donald Forster,Arnold Schumacher,Houston,No,2
890000,No,36,Pediatrics,40,Male,Married,Medium,Very High,PhD,Doctor,9,Very High,Medicine,Night,4,85,Full-time,8.0,Endocrinologist,Mr. Stephen,Mr. Andrew,New York,No,2
523000,No,27,Obstetrics and Gynecology,40,Male,Married,Very High,High,Bachelor,Doctor,5,Very High,Medicine,Night,5,87,Full-time,18.0,Geriatrics,Jody Friedman,Robert Berg,Chicago,Yes,4
210000,No,36,Emergency Medicine,40,Male,Married,Very High,Low,Bachelor,Doctor,1,Medium,Medicine,Night,11,90,Full-time,8.0,Hospice and palliative medicine,Steve R,Steve R,Seattle,No,2
590000,No,37,Cardiology,45,Female,Single,High,High,PhD,Doctor,6,Low,Medicine,Night,13,88,Full-time,3.0,Ophthalmology,Elly Stiles,Fernando Vaira,Pheonix,No,3
630000,Yes,32,Neurology,40,Male,Single,Very High,High,Bachelor,Doctor,3,Very High,Medicine,Day,6,86,Full-time,1.0,Anesthesiology,Dr. Cornelius Douglass,Mr Charles Torres,Philadelphia,Yes,3
896300,Yes,30,Oncology,40,Male,Single,Medium,High,Bachelor,Doctor,9,Medium,Medicine,Rotating,5,87,Full-time,3.0,Psychiatry,Joseph,Ruby Mckenzie,San Diego,No,2
874000,Yes,40,Radiology,40,Male,Single,Low,Very High,Bachelor,Doctor,6,High,Medicine,Night,5,84,Full-time,6.0,Radiology,Dr. Diana Tillman,Mr. Keith Donnelly,Houston,No,3
560000,Yes,32,Orthopedics,40,Male,Married,Very High,Very High,Bachelor,Doctor,1,Medium,Medicine,Day,1,85,Full-time,24.0,Hematology,Matthew Mcintire,Barry Young,Chicago,No,2
450000,No,39,Internal Medicine,40,Male,Married,High,Low,Master,Doctor,1,Medium,Medicine,Day,23,77,Full-time,4.0,Infectious disease physician,Dr. Tracey Cousineau,Dr. Willie Doyle,San Diego,No,2
750000,Yes,53,Surgery,40,Female,Married,Low,High,Bachelor,Doctor,7,High,Medicine,Day,3,81,Full-time,1.0,Medical genetics,Dr. McCall,Ms. Wiltshire,Los Angeles,No,3
550000,No,44,Pediatrics,40,Male,Single,Low,Very High,Master,Doctor,11,Very High,Medicine,Rotating,10,83,Full-time,3.0,Otolaryngology,John Brown,Jeffery White,Philadelphia,No,2
360000,No,40,Obstetrics and Gynecology,40,Male,Married,Very High,Medium,Bachelor,Doctor,5,Low,Medicine,Rotating,19,85,Part-time,1.0,Sports medicine,Ann Wise,Susan Leon,Houston,No,5
240000,Yes,26,Emergency Medicine,40,Male,Single,Low,High,Bachelor,Doctor,3,High,Medicine,Rotating,2,85,Part-time,7.0,Dermatology,Linda White,Ashish Ganesh,Phoenix,No,4
960000,No,29,Cardiology,40,Male,Divorced,High,Low,Bachelor,Doctor,5,High,Medicine,Night,1,82,Full-time,9.0,Obstetrics and gynaecology,Dr. Ada Millar,Dr. Blake Fay,New York,Yes,2
480000,No,41,Neurology,40,Male,Married,Very High,Very High,Master,Doctor,6,Medium,Medicine,Night,12,98,Full-time,5.0,Family medicine,Ryan Bender,Larry Boesch,Los Angeles,No,2
770000,No,40,Oncology,42,Female,Married,High,Low,Bachelor,Doctor,1,Low,Medicine,Rotating,5,89,Full-time,13.0,Gastroenterology,Deborah Ramirez,Lisa Brock,Chicago,No,2
890000,No,28,Radiology,37,Male,Single,High,High,Master,Doctor,1,High,Medicine,Day,1,86,Contract,13.0,Cardiologist,Susan Deleon,Glenn Fay,Houston,Yes,4
523000,No,54,Orthopedics,40,Male,Married,High,Very High,Bachelor,Doctor,1,Medium,Medicine,Day,32,86,Full-time,9.0,Emergency medicine,Mr. Harlan Wheeler,Brent Conn,Phoenix,No,6
210000,No,37,Internal Medicine,40,Male,Single,Very High,Medium,Master,Doctor,7,Low,Medicine,Day,13,86,Full-time,2.0,General surgery,Drucilla Rains,Alaina Settle,San Diego,Yes,2
590000,Yes,49,Surgery,40,Female,Single,Very High,High,Master,Doctor,8,Medium,Medicine,Night,7,91,Contract,23.0,Immunology,Dr. Ginny Dorn,Aldo Mertz,New York,Yes,5
630000,Yes,25,Pediatrics,40,Female,Single,Low,High,Bachelor,Doctor,1,Low,Medicine,Day,1,90,Full-time,20.0,Internal medicine,Dr. Mark Gray,Ms. Aimee Turner,Philadelphia,No,2
896300,No,33,Obstetrics and Gynecology,37,Male,Single,High,Very High,Master,Doctor,6,Very High,Medicine,Night,5,85,Contract,1.0,Neurology,Dr. Elizabeth Jablonski,Dr. Curtis Schneider,San Diego,No,3
874000,No,60,Emergency Medicine,40,Male,Married,High,Medium,Master,Doctor,10,Very High,Medicine,Day,17,84,Full-time,1.0,Oncologist,Julianne Crooks,Johnny Adams,Philadelphia,No,2
560000,No,32,Cardiology,40,Female,Married,Low,Low,Bachelor,Doctor,6,Low,Medicine,Day,6,86,Full-time,18.0,Pediatrics,Mr. John,Ashley Walters,Chicago,No,2
450000,No,34,Neurology,37,Male,Married,Low,High,Master,Doctor,4,High,Medicine,Rotating,9,90,Full-time,7.0,Endocrinologist,Barb Williams,Odile Buckley,Pheonix,No,3
750000,No,48,Oncology,40,Male,Single,Medium,Medium,Bachelor,Doctor,10,Very High,Medicine,Day,27,94,Full-time,4.0,Geriatrics,Kelly Ryan,Kelly Ryan,New York,No,2
550000,Yes,53,Radiology,40,Male,Divorced,Low,Very High,Master,Doctor,1,High,Medicine,Day,10,89,Full-time,9.0,Hospice and palliative medicine,Dr. Irene Prentice,Eric Jacobs,Houston,No,3
360000,Yes,42,Orthopedics,40,Female,Single,Low,Very High,Bachelor,Doctor,4,High,Medicine,Rotating,29,92,Full-time,10.0,Ophthalmology,Dr. John McKeown,Cindy Pollock,Los Angeles,No,2
240000,No,33,Internal Medicine,45,Male,Married,Medium,Very High,Bachelor,Doctor,5,Low,Medicine,Rotating,6,92,Full-time,3.0,Anesthesiology,Dr. Wrenn Dlugos,John,Chicago,No,2
960000,Yes,36,Surgery,40,Male,Married,Low,High,Bachelor,Doctor,2,Very High,Medicine,Night,11,93,Full-time,8.0,Psychiatry,Mr. Lou Garrison,Mr. Marvin Sepulveda,Philadelphia,Yes,2
480000,No,50,Pediatrics,40,Male,Single,Medium,Very High,Bachelor,Doctor,1,Low,Medicine,Day,2,100,Contract,2.0,Radiology,Timothy Burden,Alexander Boyd,Houston,No,3
770000,Yes,46,Obstetrics and Gynecology,40,Male,Single,High,Medium,Bachelor,Doctor,6,Low,Medicine,Day,13,84,Full-time,13.0,Hematology,Bharat Singh,Randall Tucker,San Diego,No,3
890000,Yes,39,Emergency Medicine,37,Female,Married,High,High,Master,Doctor,1,High,Medicine,Rotating,12,87,Full-time,4.0,Infectious disease physician,Maria M,Susan M,Pheonix,No,4
523000,Yes,48,Cardiology,40,Male,Married,High,High,Master,Doctor,1,Low,Medicine,Night,26,90,Full-time,5.0,Medical genetics,Mrs. Blanche Barg,Dr. Wayne Meadows,New York,No,4
210000,Yes,40,Neurology,40,Male,Divorced,Very High,Very High,Master,Doctor,5,Medium,Medicine,Rotating,2,84,Full-time,1.0,Otolaryngology,Lori Houston,Jesus Bolden,Los Angeles,No,3
590000,Yes,33,Oncology,40,Male,Single,Very High,High,Bachelor,Doctor,2,Very High,Medicine,Day,4,83,Part-time,8.0,Sports medicine,Ryan Crosby,Felton Ziegler,Washington,No,2
630000,No,37,Radiology,40,Male,Single,Very High,Very High,Bachelor,Doctor,2,High,Medicine,Day,6,98,Full-time,11.0,Dermatology,Julia,Lisa Nguyen,Seattle,No,3
896300,No,39,Orthopedics,37,Male,Married,Low,Very High,Bachelor,Doctor,10,Low,Medicine,Day,4,89,Full-time,23.0,Obstetrics and gynaecology,Lorraine White,Julie Gross,Philadelphia,No,3
874000,No,36,Internal Medicine,40,Male,Divorced,Very High,Medium,Bachelor,Doctor,6,Medium,Medicine,Day,8,97,Full-time,13.0,Family medicine,Dr. David,Dr. Peter,Los Angeles,Yes,3
560000,No,49,Surgery,50,Male,Single,Medium,High,Bachelor,Doctor,7,High,Medicine,Day,11,96,Full-time,2.0,Gastroenterology,Dr. Jill,Vanessa Stokes,Pheonix,No,2
450000,No,29,Pediatrics,40,Male,Single,High,Very High,Bachelor,Doctor,7,Very High,Medicine,Day,4,92,Full-time,9.0,Cardiologist,Laura Mckinley,Ronald Paul,Washington,Yes,2
750000,No,37,Obstetrics and Gynecology,40,Male,Married,Low,High,Bachelor,Doctor,7,High,Medicine,Night,11,89,Full-time,12.0,Emergency medicine,Michael,Stephen White,Seattle,Yes,2
550000,No,33,Emergency Medicine,40,Male,Single,Very High,Low,Bachelor,Doctor,2,Medium,Medicine,Night,1,86,Full-time,19.0,General surgery,Maria Zamora,Jeremy Brady,San Diego,No,5
360000,Yes,48,Cardiology,40,Male,Married,Medium,Medium,Bachelor,Doctor,6,Medium,Medicine,Night,13,85,Full-time,3.0,Immunology,Victor Sutherland,Peter Peck,New York,No,2
240000,Yes,31,Neurology,40,Female,Single,Very High,High,PhD,Doctor,3,Medium,Medicine,Day,4,94,Full-time,7.0,Internal medicine,Lana,Maria Rios,Chicago,No,4
960000,No,34,Oncology,40,Female,Married,Medium,Very High,Master,Doctor,5,Low,Medicine,Day,11,91,Full-time,4.0,Neurology,Maureen Wang,Christine Sweat,Philadelphia,Yes,2
480000,Yes,47,Radiology,40,Female,Divorced,Low,Low,Master,Doctor,1,High,Medicine,Night,15,85,Contract,4.0,Oncologist,Mrs. Anna Thomas,Dr. Janeth Dixon,Los Angeles,Yes,6
770000,No,54,Orthopedics,40,Male,Married,Very High,High,Bachelor,Doctor,7,Medium,Medicine,Night,10,90,Full-time,15.0,Pediatrics,Larry Hardy,Abram Hardy,Seattle,Yes,6
890000,No,23,Internal Medicine,40,Male,Single,Low,Low,Bachelor,Doctor,0,Very High,Medicine,Day,2,89,Full-time,1.0,Endocrinologist,Lynn,Jacob Young,Houston,Yes,3
523000,Yes,31,Surgery,40,Male,Married,High,Very High,Bachelor,Doctor,1,Low,Medicine,Day,6,92,Part-time,15.0,Geriatrics,Mary Foster,Steve Buchanan,Pheonix,No,2
210000,No,45,Pediatrics,40,Male,Married,Very High,Low,Master,Doctor,2,Very High,Medicine,Night,14,87,Full-time,1.0,Hospice and palliative medicine,Mr. Richard,Marianna Berge,Washington,No,5
590000,Yes,50,Obstetrics and Gynecology,40,Female,Married,Medium,Low,Bachelor,Doctor,2,Medium,Medicine,Rotating,14,85,Full-time,12.0,Ophthalmology,Rebecca Haney,Trisha Rogers,San Diego,Yes,2
630000,Yes,38,Emergency Medicine,40,Male,Married,Very High,Low,Bachelor,Doctor,1,Low,Medicine,Night,10,87,Contract,6.0,Anesthesiology,Maria,James Schneider,New York,No,5
896300,No,33,Cardiology,40,Male,Married,Very High,Very High,Bachelor,Doctor,12,Low,Medicine,Day,6,91,Full-time,11.0,Psychiatry,Mr. Jude Carter,Mr. Richard Lowe,Chicago,No,2
874000,No,36,Neurology,40,Male,Single,Low,High,Bachelor,Doctor,2,Very High,Medicine,Day,2,87,Full-time,9.0,Radiology,Dr. Nancy,Mr. John,Seattle,Yes,2
560000,No,34,Oncology,40,Male,Married,Low,High,Bachelor,Doctor,1,Medium,Medicine,Day,4,85,Full-time,1.0,Hematology,Jessica Garza,Bridgette Hahn,San Diego,No,2
450000,No,34,Radiology,40,Male,Married,Very High,High,Bachelor,Doctor,6,Very High,Medicine,Night,4,95,Full-time,4.0,Infectious disease physician,Dr. Fortuna Wilson,Dr. Whittaker Johnson,Los Angeles,No,2
750000,Yes,52,Orthopedics,40,Male,Married,Very High,High,Bachelor,Doctor,2,Medium,Medicine,Day,18,93,Part-time,4.0,Medical genetics,Mrs. Janice Browning,Mike Thomas,Washington,No,2
550000,Yes,38,Internal Medicine,40,Male,Married,High,Low,Bachelor,Doctor,3,High,Medicine,Night,3,93,Contract,9.0,Otolaryngology,James I,Brian Watters,Chicago,No,2
360000,No,31,Surgery,56,Male,Single,Medium,High,Bachelor,Doctor,5,High,Medicine,Night,1,90,Full-time,2.0,Sports medicine,Mr. David Brown,Mr. John Huang,Philadelphia,No,2
240000,No,32,Pediatrics,37,Male,Single,Medium,Very High,Bachelor,Doctor,1,High,Medicine,Day,0,95,Full-time,5.0,Dermatology,Susan Steele,Dakota Morrison,Pheonix,No,4
960000,Yes,37,Obstetrics and Gynecology,40,Female,Married,High,Low,Bachelor,Doctor,2,Medium,Medicine,Rotating,1,90,Full-time,9.0,Obstetrics and gynaecology,Mary Hartman,Sarah Fletcher,New York,No,2
480000,Yes,31,Emergency Medicine,40,Male,Single,Very High,High,Bachelor,Doctor,1,Medium,Medicine,Day,1,83,Full-time,12.0,Family medicine,Sally Collins,Elizabeth Thompson,Houston,Yes,2
770000,Yes,48,Cardiology,40,Male,Single,Very High,Very High,Master,Doctor,5,High,Medicine,Day,3,83,Full-time,5.0,Gastroenterology,Michael Grey,Kathryn Smith,New York,No,3
890000,Yes,47,Neurology,40,Male,Married,Very High,Very High,Bachelor,Doctor,0,Medium,Medicine,Day,10,87,Full-time,18.0,Cardiologist,Dr. Grace,Dr. Peter,Chicago,No,2
523000,Yes,34,Oncology,40,Male,Single,High,High,Master,Doctor,6,Very High,Medicine,Night,10,100,Full-time,22.0,Emergency medicine,Jimmy Doyle,Ignatius Hogan,Seattle,No,5
210000,No,29,Radiology,40,Male,Single,Medium,Medium,Bachelor,Doctor,0,High,Medicine,Rotating,2,89,Full-time,8.0,General surgery,Kelly,Joris Crookes,Pheonix,No,5
590000,No,47,Orthopedics,40,Male,Single,High,Very High,Bachelor,Doctor,15,Very High,Medicine,Day,12,80,Full-time,22.0,Immunology,Lisa,John,Philadelphia,Yes,3
630000,No,25,Internal Medicine,40,Male,Married,Very High,Medium,Bachelor,Doctor,2,Very High,Medicine,Day,2,87,Full-time,2.0,Internal medicine,Steven Leatherman,John Williams,San Diego,Yes,2
896300,No,41,Surgery,40,Male,Married,High,Very High,Bachelor,Doctor,11,Very High,Medicine,Day,16,88,Full-time,2.0,Neurology,Dr. Robert Evans,Dr. Abigail Green,Houston,No,2
874000,No,34,Pediatrics,40,Male,Divorced,Very High,High,Bachelor,Doctor,11,Very High,Medicine,Day,10,90,Full-time,7.0,Oncologist,Mr. Dawson Turner,Mr. Roy Grimes,Chicago,Yes,4
560000,Yes,38,Obstetrics and Gynecology,57,Female,Single,Very High,High,Bachelor,Doctor,4,Medium,Medicine,Night,20,94,Part-time,2.0,Pediatrics,Pamela Simpson,Sabrina Stokes,San Diego,Yes,2
450000,No,47,Emergency Medicine,37,Female,Married,Medium,Low,Bachelor,Doctor,5,Low,Medicine,Day,9,91,Full-time,8.0,Endocrinologist,Jessica Marshall,Catherine Ellis,Los Angeles,Yes,2
750000,Yes,25,Cardiology,40,Male,Single,Medium,Very High,Bachelor,Doctor,0,Very High,Medicine,Day,1,86,Full-time,18.0,Geriatrics,Lois,Mark Burnett,Philadelphia,Yes,3
550000,Yes,37,Neurology,40,Male,Married,High,Low,Bachelor,Doctor,4,High,Medicine,Night,3,87,Contract,9.0,Hospice and palliative medicine,Michael Garcia,Amanda Kennedy,Houston,No,2
360000,Yes,31,Oncology,40,Male,Single,Medium,Very High,Bachelor,Doctor,1,High,Medicine,Night,1,95,Full-time,22.0,Ophthalmology,Craig,Bob Rogers,Phoenix,No,2
240000,No,27,Radiology,39,Male,Married,Low,High,Bachelor,Doctor,0,Very High,Medicine,Night,4,99,Part-time,3.0,Anesthesiology,Jamie Ruppertsberger,Paul Hazenka,New York,Yes,3
960000,Yes,37,Orthopedics,40,Male,Single,Medium,Very High,Bachelor,Doctor,5,Low,Medicine,Day,12,87,Contract,11.0,Psychiatry,Dr. Jennie Brown,Dr. Troy Reese,Los Angeles,Yes,5
480000,No,41,Internal Medicine,40,Male,Married,Very High,Very High,Bachelor,Doctor,3,Very High,Medicine,Day,19,87,Full-time,1.0,Radiology,Dr. X.N.,Mr. X.A.,Chicago,No,6
770000,Yes,30,Surgery,40,Female,Married,Medium,High,Master,Doctor,4,High,Medicine,Rotating,9,87,Full-time,1.0,Hematology,Mrs. Brittny Kassidy,Mr. Lucas Demes,Houston,No,2
890000,Yes,46,Pediatrics,40,Male,Married,High,Very High,Bachelor,Doctor,1,High,Medicine,Rotating,7,88,Full-time,3.0,Infectious disease physician,Mr. Robert Hess,Mr. Jonathan Pankratz,Phoenix,Yes,2
523000,Yes,29,Obstetrics and Gynecology,40,Male,Married,Low,High,Bachelor,Doctor,1,Very High,Medicine,Rotating,1,81,Full-time,11.0,Medical genetics,Omar Galvan,Michael Wright,San Diego,No,4
210000,No,36,Emergency Medicine,40,Male,Married,Medium,High,Master,Doctor,1,Very High,Medicine,Day,5,90,Full-time,2.0,Otolaryngology,Lynette A,James Harder,New York,No,5
